NewRef,New_ID,New_ID_Bis,Old-ID,CurrentLabel,Current+,Current-no-macrons,Revise,RevisedLabel,RevisedLabel-no-macrons,TC-Notes,Status,Julia,Stephanie,Notes-From-Ian,NewNotes4/26,Notes-4-Ian,My-Notes,Other_Name,Monastery,Multiple,Arabic-Name,URIs,Syriaca_ID,Syriaca_Name,02-03,04-05,6,7,8,9,10-11,12-13,14,15,16-17,18,19
411,533,New533,,Peroz Shapur,Peroz Shapur,Peroz Shapur,FALSE,,,,DELETE,,,,,"This is an uncertain location and likely to cause confusion with the more famous homonymous place (=al-Anbar), http://syriaca.org/place/211",https://books.google.com/books?id=whfW9rEG2h4C&lpg=PA69&ots=RW1ugw7mp9&dq=Syriac%20Peroz%20Shapur&pg=PA69#v=snippet&q=Peroz&f=false,,,,,https://pleiades.stoa.org/places/874472,,#N/A,,,,,,,10-11,,,,,,19
412,33,New33,Old211,Qasr-e Širin,Qasr-e Širin,Qasr-e Širin,FALSE,Qaṣr-e Shirin,Qaṣr-e Shirin,,LABEL REV.,,,,,,Qaṣr-e Shīrīn,,,,,https://en.wikipedia.org/wiki/Qasr-e_Shirin,,#N/A,,,,,,,10-11,12-13,,,,,
413,#N/A,#N/A,#N/A,Sablagh,Sablagh,Sablagh,FALSE,,,,FINAL,,,,,,"GK, https://books.google.com/books?id=Ygzh_tRZ7NMC&lpg=PA3&ots=K5RBzOZ7kj&dq=Sablagh%20Iran&pg=PA3#v=onepage&q=Sablagh%20Iran&f=false",,,,,N/A,,#N/A,,,,,,,10-11,,,,,,
414,#N/A,#N/A,#N/A,Sainqala,Sainqala,Sainqala,FALSE,,,,FINAL,,,,,If space permits,"GK, Ṣāʾīnqalʿa https://books.google.com/books?id=Xo_iYXOR0EAC&lpg=PA70&ots=NGwM3wa0fg&dq=Sainqala&pg=PA70#v=onepage&q=Sainqala&f=false",,,,,https://en.wikipedia.org/wiki/Sain_Qaleh,,#N/A,,,,,,,10-11,,14,,,,
415,101,New101,Old101,Sergiopolis/Resafa,Sergiopolis/Resafa,Sergiopolis/Resafa,FALSE,Sergiopolis/Reṣafa,Sergiopolis/Reṣafa,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/165,Sergiopolis,,,,,,,10-11,,,,,,
416,#N/A,#N/A,#N/A,Shahrgard,Shahrgard,Shahrgard,FALSE,SHAHRQART?,SHAHRQART,"Syriac & Arabic usually spelled Shahrqart, attested in Syriac at Chabot, Synodicon, 33, and in Arabic at BO II:458 (where, however, r/d confusion)",REVISE,,,,,Okay to keep in roughly same spot but can the label go the opposite direction since the region is entirely south/east of the little Zab and current placement may be misleading,"https://books.google.com/books?id=rtjsCQAAQBAJ&lpg=PA161&ots=kl5qmPP-i_&dq=shahrgard&pg=PA161#v=onepage&q=shahrgard&f=false, https://books.google.com/books?id=jB8ir0ek8bgC&lpg=PA175&dq=shahrgard&pg=PA175#v=onepage&q=shahrgard&f=false",,,,,,http://syriaca.org/place/2370,Shāhrgard,,,,,,,10-11,,,,,,
417,360,New360,,Sibarek,Sibarek,Sibarek,FALSE,Siverek,Siverek,"Is ""Sibaberak"" attested anywhere? ""Sibaberk"" was Matti Moosa's mistranscription, and I've never seen a version with 2 b's, though I see you found one in an 1845 dictionary. The Syriaca URI is http://syriaca.org/place/416 which should be added. I would prefer to use the modern Turkish Siverek, and discard the poorly attested Sibaber(a)k unless we have a Syriac attestation of that. If I could find an Arabic version of the name, I would wish to include that, but I am not seeing any right now.",LABEL REV.,,,,,,"https://books.google.com/books?id=d1AjDgAAQBAJ&lpg=PT102&ots=p6k4Bk4v9o&dq=Siverek%20Syriac&pg=PT102#v=onepage&q=Siverek%20Syriac&f=false, https://books.google.com/books?id=BYBGAQAAIAAJ&lpg=PA539&ots=q6OIgXzet-&dq=Siverek%20Syriac&pg=PA539#v=onepage&q=Siverek%20Syriac&f=false, https://books.google.com/books?id=r90CfaNzYXMC&lpg=PA82&ots=5dGcqpWBWo&dq=Siverek%20Syriac&pg=PA82#v=onepage&q=Siverek%20Syriac&f=false",,,,,https://gazetteer.dainst.org/place/2296407,,#N/A,,,,,,,10-11,,,,,,
418,#N/A,#N/A,#N/A,Solduz,Solduz,Solduz,FALSE,,,,FINAL,,,,,,"GK, https://en.wikipedia.org/wiki/Solduz_Rural_District",,,,,N/A,,#N/A,,,,,,,10-11,,,,,,19
419,281,New281,Old105,Sumatar Harabesi,Sumatar Harabesi,Sumatar Harabesi,FALSE,,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Sumatar_Harabesi,http://syriaca.org/place/643,Sumatar Harabesi,,,,,,,10-11,,,,,,
420,534,New534,,Sura,Sura,Sura,FALSE,,,,FINAL,,,,,,"https://en.wikipedia.org/wiki/Sura,_Syria",,,,,http://pleiades.stoa.org/places/668376,,#N/A,,,,,,,10-11,,,,,,
421,416,New416,Old117,Ṭur ʕAbdin,Ṭur ʿAbdin,Ṭur ʿAbdin,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/221,Ṭur ʿAbdin,,,,,,,10-11,,,,,,19
422,#N/A,#N/A,#N/A,Zagros Mountains,Zagros Mountains,Zagros Mountains,FALSE,,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/29816,,#N/A,,,,,,,10-11,12-13,,,,,
423,253,New253,,al-Nahrawan,al-Nahrawan,al-Nahrawan,FALSE,al-Nahrawan,al-Nahrawan,I would prefer al-Nahrāwān (added definite article and macron),FINAL,,,,,,,,,,,,http://syriaca.org/place/1560,#N/A,,,,,,,,12-13,,,,,
424,255,New255,,al-Nil,al-Nil,al-Nil,FALSE,al-Nil,al-Nil,"This actually was a town, so should be al-Nīl (with definite article and macron). If you want to describe a canal of that name (which I am not familiar with), it should be italicized but not all-caps.",FINAL,,,,,Okay to leave as settlement.,,,,,,N/A,,#N/A,,,,,,,,12-13,,,,,
425,#N/A,#N/A,#N/A,al-Ṣaymara,al-Ṣaymara,al-Ṣaymara,al-Ṣaymara,al-Ṣaymara,al-Ṣaymara,Keep as original,FINAL,,,,Pelease revert back to al-S...,,,,,,,http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-2/saymara-SIM_6689,,#N/A,,04-05,,,,,,12-13,,,,,
426,154,New154,Old395,Baquba,Baquba,Baquba,FALSE,Baʿqūba,Baʿquba,,LABEL REV.,,,,,,,,,,,https://gazetteer.dainst.org/app/#!/show/2043229,,#N/A,,,,,,,,12-13,,,,,
427,517,New517,Old123,BETH ARAMAYE,BETH ARAMAYE,BETH ARAMAYE,FALSE,BETH ARAMAYE,BETH ARAMAYE,,NEW,,,not including microregions on zoomed-out maps.,This is a Macro Region. Please add this to 02-03/04-05 if possible,Please add this region label to map 02-03 and 04-05 between Babylon and Hirta. Please revise it's location on map 12-13,,,,,,http://www.iranicaonline.org/articles/be-aramaye,http://syriaca.org/place/717,Beth Aramaye,02-03,04-05,,,,,,12-13,,,,,
428,#N/A,#N/A,#N/A,Furat/Bahman-Ardashir,Furat/Bahman-Ardashir,Furat/Bahman-Ardashir,FALSE,Prat d-Maishan/Bahman-Ardashīr,Prat d-Maishan/Bahman-Ardashir,,LABEL REV.,,,,,,"May want to keep Furāt around as the Arabic name, but we do need Prat d-Maishan. I don't know if we need to keep Bahman Ardashir. At present http://syriaca.org/place/44 is both Basra and Prat d-Maishan - do we need to split that?",,,,,http://www.iranicaonline.org/articles/bahman-ardasir-or-forat-maysan-town-and-subdistrict-in-maysan-in-lower-iraq,,#N/A,02-03,,,,,,,12-13,,,,,
429,#N/A,#N/A,#N/A,Gilgird (Malviran),Gilgird (Malviran),Gilgird (Malviran),FALSE,Gilgird/Mālvīrān,Gilgird/Malviran,,LABEL REV.,,,,,,https://books.google.com/books?id=duzfAAAAMAAJ&pg=PA78&lpg=PA78&dq=Giligerdon&source=bl&ots=G7eN5A34S7&sig=Y92-dzEFRjWEhN4Hxmrz4Dgfxb4&hl=en&sa=X&ved=0ahUKEwi_scj-tIvTAhUs_4MKHXY2Bj4Q6AEIKTAE#v=onepage&q=Giligerdon&f=false,,,,,https://vici.org/vici/32031/,,#N/A,,,,,,,,12-13,,,,,
431,#N/A,#N/A,#N/A,Jundishapur/Beth Lapaṭ,Jundishapur/Beth Lapaṭ,Jundishapur/Beth Lapaṭ,FALSE,Gondēshāpur/Beth Lapaṭ,Gondeshapur/Jundishabur/Beth Lapaṭ,,LABEL REV.,,,,,,,,,,,,http://syriaca.org/place/35 ,#N/A,,,,,,,,12-13,,,,,
432,348,New348,,Karaj (Rudavar),Karaj (Rudavar),Karaj (Rudavar),FALSE,Karaj/Kuj?,Karaj/Kuj?/Rudavar,,LABEL REV.,,,,,,"I am not aware of this city, it's relevance to Syriac studies, or its connection to the cited Wikipedia article.",,,,,https://en.wikipedia.org/wiki/Karahrud,,#N/A,,,,,,,,12-13,,,,,
433,#N/A,#N/A,#N/A,Karka d-Ledan (Ivan-e Kerkha),Karka d-Ledan (Ivan-e Kerkha),Karka d-Ledan (Ivan-e Kerkha),FALSE,Karka d-Ledan/Ayvān-e Kerkha,Karka d-Ledan/Ivan-e Karkha,I would expect Īvān-e Karkhā (note two vowel changes): http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-2/iwan-SIM_3713,LABEL REV.,,,,,,"https://books.google.com/books?id=WE62CgAAQBAJ&pg=PA421&lpg=PA421&dq=Karka+d-Ledan&source=bl&ots=Beh1YPk97P&sig=uPCajqh1YkihI8WIHvGNbWVhZbg&hl=en&sa=X&ved=0ahUKEwilnN_6uIvTAhUL8IMKHRyyAh8Q6AEINjAE#v=onepage&q=Karka%20d-Ledan&f=false, http://apps.brepolis.net/dhge/test/LinkingIn.aspx?id=60442",,,,,http://pleiades.stoa.org/places/903047,http://syriaca.org/place/656,Karka d-Ledan,,,,,,,,12-13,,,,,
434,#N/A,#N/A,#N/A,Karkheh R.,Karkheh R.,Karkheh R.,FALSE,,Karkha R.,Perhaps change to Karkhā R.,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/912877,,#N/A,,,,,,,,12-13,,,,,
435,#N/A,#N/A,#N/A,Karun R.,Karun R.,Karun R.,FALSE,,,Kārūn R.,FINAL,,,,,,,,,,,http://pleiades.stoa.org/places/912879,,#N/A,,,,,,,,12-13,,,,,
436,#N/A,#N/A,#N/A,Maḥoza Ḥdatta/Weh-Andiyok-Xusraw/al-Madāʔin,Maḥoza Ḥdatta/Weh-Andiyok-Xusraw,Maḥoza Ḥdatta/Weh-Andiyok-Xusraw,FALSE,Veh-Antiokh-e Khosrow/Rūmiyyah,Maḥoza Ḥdatta/Veh-Antiokh-e Khosrow/Rumiyya,The Arabic name should be Rūmiyya (without final 'h'),LABEL REV.,,,,Please remove final h.,"Please shorten, or we could even delete this one.",www.iranicaonline.org/articles/madaen-sasanian-metropolitan-area,,,,,N/A,,#N/A,02-03,,,,,,,12-13,,,,,
438,#N/A,#N/A,#N/A,MĀSABADĀN,MĀSABADĀN,MASABADAN,Revise,,MASABADAN,,MACRON,,,,,,,,,,,https://pleiades.stoa.org/places/903079,,#N/A,,,,,,,,12-13,,,,,
439,#N/A,#N/A,#N/A,Nahargur/ʕAbdasi,Nahargur/ʿAbdasi,Nahargur/ʿAbdasi,FALSE,,,Why delete ʿAbdāsī? It is attested in Arabic sources,FINAL,,,,,"Location uncertain, needs hollow point.",,,,,N/A,N/A,,#N/A,,,,,,,,12-13,,,,,
440,#N/A,#N/A,#N/A,Nuʕmaniya,Nuʿmaniya,Nuʿmaniya,FALSE,al-Nuʿmaniyya,al-Nuʿmaniyya,"al-Nuʿmaniyya (Haddad, Mukhtasar, 123 has short vowel)",LABEL REV.,,,,,,,,,,N/A,N/A,,#N/A,,,,,,,,12-13,,,,,
441,#N/A,#N/A,#N/A,Qaṣr Ibn Hubayra,Qaṣr Ibn Hubayra,Qaṣr Ibn Hubayra,FALSE,,,,FINAL,,,,,,,,,,,http://www.trismegistos.org/place/48150,,#N/A,,,,,,,,12-13,,,,,
442,106,New106,Old93,Qum,Qum,Qum,FALSE,,,,FINAL,,,,,,,Qom,,,,http://www.iranicaonline.org/articles/qom-i-history-safavid-period,,#N/A,,,,,,,,12-13,14,,,,
444,287,New287,,Ram-Hormizd,Ram-Hormizd,Ram-Hormizd,FALSE,,,Rāmhormuz for consistency?,FINAL,,,,,,https://it.wikipedia.org/wiki/Diocesi_di_Ram_Hormizd https://books.google.com/books?id=g_VHBAAAQBAJ&pg=PT50&lpg=PT50&dq=Ram-Hormizd&source=bl&ots=sciShgkf69&sig=6wuG4Sft2rikaMG0HKvQRrN1MPM&hl=en&sa=X&ved=0ahUKEwiykL2A9IvTAhVr5oMKHbygAy4Q6AEISTAM#v=onepage&q=Ram-Hormizd&f=false,,,,,http://www.iranicaonline.org/articles/ramhormoz,,#N/A,,,,,,,,12-13,,,,,
445,#N/A,#N/A,#N/A,Rima/Ubulla/Baṣra,Ubulla/Baṣra,Ubulla/Baṣra,FALSE,al-Ubulla/Baṣra,al-Ubulla/(New) Baṣra,al-Ubulla is not the same as Basra and should be distinguished. Arabic of the former is al-Ubulla (notice no ayn!),REVISE,,,,"I just got a long note on this place from an author, see next column.","Please add to 02-03 and revise on 12-13 and 14, note that Rima is in a different location and will be listed only on 12-13 as a region. Finally al-Ubulla is not the same as Basra and should be distinguished as a separate label rather than a with a /. Arabic of the former is al-Ubulla (notice no ayn) Coordinate for al-Ubulla here: https://pleiades.stoa.org/places/912807 A breif description: It lay to the east of al-Baṣra on the right bank of the Tigris and on the north side of the large canal called Nahr al-Ubulla, which was the main waterway from al-Baṣra in a southeastern direction to the Tigris and further to ʿAbbādān and the sea.
http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-2/al-ubulla-SIM_7673",,,,,,http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-3/basra-until-the-mongol-conquest-COM_23869?s.num=1&s.f.s2_parent=s.f.book.encyclopaedia-of-islam-3&s.q=Ubulla,,#N/A,02-03,,,,,,,12-13,14,,,,
446,349,New349,,Velashjird,Velashjird,Velashjird,FALSE,,,,DELETE,,,,,"I cannot find that anyone requested this, so since space is tight let's delete it unless there is a Syriac connection I am unaware of (I am only aware of it's connection to Alexander the Great).",,,,,,,,#N/A,,,,,,,,12-13,14,,,,
447,#N/A,#N/A,#N/A,ZABE,ZABE,ZABE,FALSE,,,,REVISE,,,saving microregions for zoomed-in map.,Agree,"Please move south of the Tigris but relatively same position, please add to 02-03",,,,,,N/A,,#N/A,,,,,,,,12-13,,,,,
448,109,New109,Old241,Abarshahr/Nishapur,Abarshahr/Nishapur,Abarshahr/Nishapur,FALSE,Abr Shahr/Nishapur,Abr Shahr/Nishapur,,LABEL REV.,,,,,,"https://books.google.com/books?id=M-0kAQAAIAAJ&dq=searchwithinvolume&q=Abr+shahr, Add macrons: Nīshāpūr",http://www.iranicaonline.org/articles/nishapur-i,,,,http://pleiades.stoa.org/places/952092,,#N/A,,,,,,,,,14,15,,,
449,#N/A,#N/A,#N/A,Abivard,Abivard,Abivard,FALSE,Abīvard & Shahr-e Fīrūz,Abivard,,REVISE,,,,,"This seems to have fallen off map 14 but it would be nice to have if possible at 37.391111, 59.566667",,,,,,http://www.iranicaonline.org/articles/abivard-a-town-in-medieval-northern-khorasan,,#N/A,,,,,,,,,14,,,,
450,372,New372,,Amol,Amol,Amol,FALSE,Āmol,,,FINAL,,,,,,"www.iranicaonline.org/articles/amol-a-town-on-the-caspian-shore, https://en.wikipedia.org/wiki/Amol",,,,,http://pleiades.stoa.org/places/884116,,#N/A,,,,,,,,,14,,,,
451,421,New421,Old361,Amu Darya (Oxus),Amu Darya (Oxus),Amu Darya (Oxus),FALSE,Āmū Daryā/Oxus R.,Amu Darya/Oxus,,FINAL,,,,,,Persian,,,,,http://pleiades.stoa.org/places/59969,,#N/A,,,,,,,,,14,15,16-17,,
452,208,New208,,Aprah (Farah),Aprah (Farah),Aprah (Farah),FALSE,Aprah/Farāh,Aprah/Farah,,LABEL REV.,,,,,,,,,,,http://www.iranicaonline.org/articles/farah-,,#N/A,,,,,,,,,14,15,,,
453,476,New476,,ARABIA,ARABIA,ARABIA,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/716,#N/A,,,,,,9,,,14,,,,
454,373,New373,,Astarabad,Astarabad,Astarabad,FALSE,Astarābād,,,FINAL,,,,,,http://www.iranicaonline.org/articles/astarabad,,,,,https://en.wikipedia.org/wiki/Gorgan,,#N/A,,,,,,,,,14,,,,
455,456,New456,Old357,BACTRIA (TOKHARISTAN),BACTRIA (TOKHARISTAN),BACTRIA (TOKHARISTAN),FALSE,BACTRIA/TOKHĀRISTĀN,BACTRIA/TOKHARISTAN,,LABEL REV.,,,,,,,,,,,http://pleiades.stoa.org/places/971705,,#N/A,,,,,,,,,14,15,,,
456,491,New491,Old301,KHUZISTAN,BADGHIS,BADGHIS,FALSE,BĀDGHĪS,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Badghis_Province,,#N/A,,,,,,,,,14,15,,,
457,142,New142,Old306,Balkh,Balkh,Balkh,FALSE,,,,FINAL,,,,,,Persian,https://en.wikipedia.org/wiki/Balkh,,,,http://www.iranicaonline.org/articles/balk-town-and-province,,#N/A,,,,,,,,,14,15,16-17,,
458,#N/A,#N/A,#N/A,Bardasir,Bardasir,Bardasir,FALSE,Veh Ardashīr/Kirmān,Veh-Ardashir/Kirman,,LABEL REV.,,,,,,"www.iranicaonline.org/articles/bardasir-the-old-name-of-the-city-of-kerman-q, http://www.iranicaonline.org/articles/kerman-02-historical-geography",,,,,https://pleiades.stoa.org/places/29802,,#N/A,,,,,,,,,14,,,,
460,202,New202,,Bishapur,Bishapur,Bishapur,FALSE,Veh Shāpūr/Bīshāhpūr,Veh-Shapur/Bishahpur,"Is that an extra 'h' before ""pur"" in the corrected version?",LABEL REV.,,,,,,,,,,,http://pleiades.stoa.org/places/922740,,#N/A,,,,,,,,,14,,,,
461,#N/A,#N/A,#N/A,Bist,Bist,Bist,FALSE,Bost,Bost,,NEW,,,,,"This was in your label list, but not on the map. Please add at 31.583056, 64.369167",http://www.iranicaonline.org/articles/bost-archeological-site-and-town,,,,,https://en.wikipedia.org/wiki/Lashkargah,,#N/A,,,,,,,,,14,,,,
462,146,New146,Old232,Bukhara,Bukhara,Bukhara,FALSE,,,,FINAL,,,,,,Bukhārā,,,,,http://www.iranicaonline.org/articles/bukhara-index,,#N/A,,,,,,,,,14,15,16-17,,
463,407,New407,Old344,DAILAM,DAILAM,DAILAM,FALSE,,,,REVISE,,,,,Please also add to maps 02-03 and 04-05,"www.iranicaonline.org/articles/deylamites, www.iranicaonline.org/articles/deylam-john-of",DEYLAM,,,,https://en.wikipedia.org/wiki/Daylam,,#N/A,02-03,04-05,,,,,,,14,,,,
464,205,New205,,Darabgard,Darabgard,Darabgard,FALSE,Dārābgird,Darabgird,,LABEL REV.,,,,,,http://www.iranicaonline.org/articles/darab-2,,,,,http://pleiades.stoa.org/places/29542,,#N/A,,,,,,,,,14,,,,
465,#N/A,#N/A,#N/A,Dasht-e Kavir,Dasht-e Kavir,Dasht-e Kavir,FALSE,Dasht-e Kavīr,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Dasht-e_Kavir,,#N/A,,,,,,,,,14,,,,
466,#N/A,#N/A,#N/A,Dasht-e Lut,Dasht-e Lut,Dasht-e Lut,FALSE,Dasht-e Lūt,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Dasht-e_Loot,,#N/A,,,,,,,,,14,,,,
467,243,New243,,Daybul (Bhambor?),Daybul (Bhambor?),Daybul (Bhambor?),FALSE,Daybul,Daybul,,LABEL REV.,,,,,,http://dx.doi.org/10.1163/1573-3912_islam_SIM_1764,,,,,https://en.wikipedia.org/wiki/Debal,,#N/A,,,,,,,,,14,,,,
469,482,New482,Old131,FARS,FARS,FARS,FALSE,FARS/BETH PARSAYE,FARS/BETH PARSAYE,,LABEL REV.,,,,,,FARS needs a macron,,,,,,http://syriaca.org/place/84,#N/A,,,,,,9,,,14,,,,
470,325,New325,,Ghazni,Ghazni,Ghazni,FALSE,Ghaznī,,,FINAL,,,,,,,,,,,http://www.iranicaonline.org/articles/gazni-,,#N/A,,,,,,,,,14,15,,,
471,#N/A,#N/A,#N/A,Gor,Gor,Gor,FALSE,,,,DELETE,,,,,"I don't think this label is on the map, but we can leave it off since space is limited in that area.",,,,,,,,#N/A,,,,,,,,,14,,,,
472,176,New176,Old65,Gurgan,Gurgan,Gurgan,FALSE,Gurgan (ancient),(Old) Gurgan,,LABEL REV.,,,,,Let's label as ancient since modern Gorgan is Astarbad. Please keep the Syriac transliteration.,,"Gorgān, Gurgān",,,,http://pleiades.stoa.org/places/942281,,#N/A,,,,,,,,,14,,,,
473,#N/A,#N/A,#N/A,Hari Rud,Hari Rud,Hari Rud,FALSE,Harī Rūd R.,Hari Rud,,LABEL REV.,,,,,,,,,,,http://www.iranicaonline.org/articles/hari-rud,,#N/A,,,,,,,,,14,15,,,
474,#N/A,#N/A,#N/A,Helmand R.,Helmand R.,Helmand R.,FALSE,,,,LABEL REV.,,,,,,,,,,,https://en.wikipedia.org/wiki/Helmand_River,,#N/A,,,,,,,,,14,,,,
475,134,New134,Old235,Herat,Herat,Herat,FALSE,,,,FINAL,,,,,,"* Nīs̲h̲āpūr
* Ahmadābād
* Bukhārā
* Herāt
* Islāmābād
* Kābul
* Karāchī
* Kāshgar
* Merv Rūd
* Peshāwar
* Syr Daryā
* Tarīm
* Tāshkent",,,,,,http://syriaca.org/place/523,Herat,,,,,,,,,14,15,,,
477,#N/A,#N/A,#N/A,Indus R.,Indus R.,Indus R.,FALSE,,,,FINAL,,,,,,English,,,,,http://pleiades.stoa.org/places/638870,,#N/A,,,,,,,,,14,15,16-17,,
478,75,New75,Old68,Ispahan,Ispahan,Ispahan,FALSE,,,,FINAL,,,,,,"http://www.iranicaonline.org/articles/isfahan-iv-pre-islamic-period, I think this is more widely known today as Isfahan; if we wish to use the earlier form, we need to add diacritics, but I have not chased those down.",,,,,,http://syriaca.org/place/830,#N/A,,,,,,,,,14,,,,
479,203,New203,,Istakhr,Istakhr,Istakhr,FALSE,Iṣṭakhr,Iṣṭakhr,Iṣṭakhr (a/k transposition),LABEL REV.,,,,,,http://www.iranicaonline.org/articles/estakr-,,,,,http://pleiades.stoa.org/places/922662,,#N/A,,,,,,,,,14,,,,
480,324,New324,,Kabul,Kabul,Kabul,FALSE,,,,FINAL,,,,,,Persian/Pashto,,,,,https://gazetteer.dainst.org/app/#!/show/2090085,,#N/A,,,,,,,,,14,15,16-17,,
481,328,New328,,Karachi,Karachi,Karachi,FALSE,,,,FINAL,,,,,,English,,,,,https://en.wikipedia.org/wiki/Karachi,,#N/A,,,,,,,,,14,,16-17,,
482,#N/A,#N/A,#N/A,Karaj,Karaj,Karaj,FALSE,Karaj/Kuj?,Karaj/Kuj?,,LABEL REV.,,,,,,,,,,,https://en.wikipedia.org/wiki/Karahrud,,#N/A,,,,,,,,,14,,,,
483,528,New528,Old299,Karakum Desert,Karakum Desert,Karakum Desert,FALSE,,,,FINAL,,,,,,http://www.iranicaonline.org/articles/desert,,,,,https://en.wikipedia.org/wiki/Karakum_Desert,,#N/A,,,,,,,,,14,15,,,
484,#N/A,#N/A,#N/A,KHORASAN,KHORASAN,KHORASAN,FALSE,,,,FINAL,,,,,,KHORĀSĀN,,,,,http://www.iranicaonline.org/articles/khorasan-1-ethnic-groups,,#N/A,,,,,,,,,14,15,,,
485,#N/A,#N/A,#N/A,KIRMAN,KIRMAN,KIRMAN,FALSE,KIRMĀN,,,FINAL,,,,,,,,,,,https://pleiades.stoa.org/places/29517,,#N/A,,,,,,,,,14,,,,
486,#N/A,#N/A,#N/A,MAKRAN,MAKRAN,MAKRAN,FALSE,MAKRĀN,,,FINAL,,,,,,http://www.iranicaonline.org/articles/makran,,,,,https://en.wikipedia.org/wiki/Makran,,#N/A,,,,,,,,,14,,,,
487,85,New85,Old239,Merv,Merv,Merv,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/607,Merv,,,,,,,,,14,15,,,
488,352,New352,,Merv Rud (Bala Murghab),Merv Rud (Bala Murghab),Merv Rud (Bala Murghab),FALSE,Merv al-Rūd/Bālā Murghāb,Merv al-Rud/Bala Murghab,,LABEL REV.,,,,,,,,,,,http://dx.doi.org/10.1163/1573-3912_islam_SIM_4977,,#N/A,,,,,,,,,14,15,,,
489,#N/A,#N/A,#N/A,Murghab R.,Murghab R.,Murghab R.,FALSE,Murghāb R.,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Murghab_River,,#N/A,,,,,,,,,14,15,,,
490,488,New488,,PERSIA/IRAN,PERSIA/IRAN,PERSIA/IRAN,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/526,Persia,,,,,,,,,14,,,,
491,524,New524,,Persian Gulf,Persian Gulf,Persian Gulf,FALSE,,,,FINAL,,,,,,,,,,,,http://syriaca.org/place/156,#N/A,,,,,,9,,,14,,,,
492,351,New351,,Pushang/Fushanj (Ghurian),Pushang/Fushanj (Ghurian),Pushang/Fushanj (Ghurian),FALSE,Pūshang/Fūshanj/Ghūrīān,Pushang/Fushanj/Ghurian,,LABEL REV.,,,,,,https://en.wikipedia.org/wiki/Pushang,,,,,http://www.iranicaonline.org/articles/fusanj,,#N/A,,,,,,,,,14,15,,,
493,#N/A,#N/A,#N/A,Qandahar,Qandahar,Qandahar,FALSE,Qandahār,,,FINAL,,,,,,Persian,http://www.iranicaonline.org/articles/kandahar,,,,https://en.wikipedia.org/wiki/Kandahar,,#N/A,,,,,,,,,14,,16-17,,
494,103,New103,Old310,Qarshi,Qarshi,Qarshi,FALSE,Qarshī /Nakshab,Qarshi /Nakshab,,LABEL REV.,,,,,,,,,,,https://en.wikipedia.org/wiki/Qarshi,,#N/A,,,,,,,,,14,15,,,
495,#N/A,#N/A,#N/A,Qash,Qash,Qash,FALSE,,,,DELETE,,,,,I don't see this label on the map and not sure of it's referent.,,,,,,,,#N/A,,,,,,,,,14,,,,
496,104,New104,Old94,Qashan,Qashan,Qashan,FALSE,Qashan/Kāshān,Qashan/Kashan,,LABEL REV.,,,,,,http://www.iranicaonline.org/articles/kashan,,,,,https://en.wikipedia.org/wiki/Kashan,,#N/A,,,,,,,,,14,,,,
497,63,New63,Old19,Rai,Rai,Rai,FALSE,Rai/Beth Raziqaye,Rai/Beth Raziqaye,,LABEL REV.,,,,,,"Fiey, PNOC, 124, I more often see this spelled Ray, not Rai",,,,,https://en.wikipedia.org/wiki/Rai_(East_Syrian_Ecclesiastical_Province),http://syriaca.org/place/38,Beth Raziqaye,,,,,,,,,14,,,,
498,371,New371,,Rasht,Rasht,Rasht,FALSE,,,,FINAL,,,,,,Same as https://pleiades.stoa.org/places/884889 ?,,,,,https://en.wikipedia.org/wiki/Rasht,,#N/A,,,,,,,,,14,,,,
499,#N/A,#N/A,#N/A,Shahr Piruz,Shahr Piroz,Shahr Piroz,FALSE,,Shahr-e Piroz,,REVISE,,,,,"Please combine with Abivard, see label there.",,,,,,N/A,,#N/A,,,,,,,,,14,,,,
501,204,New204,,Shiraz,Shiraz,Shiraz,FALSE,Shīrāz,,,FINAL,,,,,,,,,,,https://en.wikipedia.org/wiki/Shiraz,,#N/A,,,,,,,,,14,,,,
503,#N/A,#N/A,#N/A,SISTAN,SISTAN,SISTAN,FALSE,SEGESTAN/SISTAN,SEGESTAN/SISTAN,Perhaps add SĪSTAN as alternate name?,LABEL REV.,,,,,,https://archive.org/stream/ChabotSynodiconOrientale/chabot%20synodicon%20orientale#page/n60/mode/1up,,,,,,http://syriaca.org/place/409,#N/A,,,,,,,,,14,,,,
