DNU,Place Name,Syriaca-Name,Check with author,Syriaca-URI,ID_Number,Pleiades,Geonames,Wikipedia,Viaf,DARE,geonames.nga.mil,DAI,Iranica,Other,Place_Type_from_working-data,DNU,"Syriaca,DD",DNU,Draft_Coordinates_DMS,DNU,Draft_Coordinates_DD,Apprx,Source,UniqueID_from_working-data,OtherID_from_working-data,GazetterNote_from_working-data,Notes_from_working-data,Date Range,Requested-by_from_working-data,RelatedChapter_from_working-data,Scope,Existence_Date,DNU,Map#
Old367,Mosul,,,http://syriaca.org/place/139,Old367,,,,,,,,,,Settlement,Old367,"36.366667,43.116667",Old367,,Old367,,,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old367,4
Old368,Ḥolwān,,,http://syriaca.org/place/220,Old368,,,,,,,,,,Settlement,Old368,"34.465,45.855",Old368,,Old368,,,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old368,4
Old369,Baghdad,,,http://syriaca.org/place/41,Old369,,,,,,,,,,Settlement,Old369,"33.325,44.422",Old369,,Old369,,,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old369,4
Old370,Turfan,,,http://syriaca.org/place/478,Old370,,,https://en.wikipedia.org/wiki/Turpan,,,,,,,Settlement,Old370,,Old370,,Old370,"43.036776,89.19708",,http://gazetteer.dainst.org/place/2295363,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old370,4
Old371,Chang’an/Xi’an,,,http://syriaca.org/place/479,Old371,,,,,,,,,,Settlement,Old371,,Old371,,Old371,"34.25833,108.92861",,http://gazetteer.dainst.org/place/2359840,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old371,4
Old372,Herat,,,http://syriaca.org/place/523,Old372,,,,,,,,,,Settlement,Old372,"34.345833,62.188384",Old372,,Old372,,,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old372,4
Old373,Seleucia-Ctesiphon,,,http://syriaca.org/place/58,Old373,,,,,,,,,,Settlement,Old373,"33.09361,44.58056",Old373,,Old373,,,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old373,4
Old374,Merv,,,http://syriaca.org/place/607,Old374,,,,,,,,,,Settlement,Old374,"37.662778,62.1925",Old374,,Old374,,,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old374,4
Old375,Urgut,,,http://syriaca.org/place/649,Old375,,,https://en.wikipedia.org/wiki/Urgut,,,,,,,Settlement,Old375,,Old375,,Old375,"39.402222,67.243056",,http://geonames.nga.mil,-3550369,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old375,4
Old376,Almaliq,,,http://syriaca.org/place/796,Old376,,,https://en.wikipedia.org/wiki/Almaliq%2C_Xinjiang,,,,,,,Settlement,Old376,,Old376,44°14′24″N 80°31′59″E,Old376,,Y,https://en.wikipedia.org/wiki/Almaliq%2C_Xinjiang,http://referenceworks.brillonline.com/entries/encyclopaedia-of-islam-2/almaligh-SIM_0555?s.num=0&s.f.s2_parent=s.f.book.encyclopaedia-of-islam-2&s.q=Almaligh,http://depts.washington.edu/silkroad/cities/china/almaliq/almaliq.html,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old376,4
Old377,Samarqand,,,http://syriaca.org/place/865,Old377,,,,,,,,,,Settlement,Old377,"39.656498,66.947223",Old377,,Old377,,,,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old377,4
Old378,Sum Huh Burd,,,,Old378,,,,,,,,,"http://mn.geoview.info/sum_huh_burd,20723244p",Settlement,Old378,#N/A,Old378,,Old378,"46.16065,105.760056",y,"http://mn.geoview.info/sum_huh_burd,20723244p",,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old378,4
Old379,Ulaan Tolgoi,,Hidemi Provided a different location for this?,,Old379,,,"https://en.wikipedia.org/wiki/Jargalant,_Orkhon",,,,,,,Settlement,Old379,#N/A,Old379,,Old379,"47.04,91.32",y,,,http://www.bethmardutho.org/index.php/hugoye/volume-index/632.html,,"(in the Mongolian Altai Mountains in western Mongolia, at 47.04 degrees north and 91.32 degrees east)",6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old379,4
Old380,Qara-khoto,,,,Old380,,,https://en.wikipedia.org/wiki/Khara-Khoto,,,,,,,Settlement,Old380,#N/A,Old380,,Old380,"41.766667,101.15",Y,https://en.wikipedia.org/wiki/Khara-Khoto,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old380,4
Old381,Tel-Bashir,,,,Old381,,,https://en.wikipedia.org/wiki/Turbessel,,,,,,,Settlement,Old381,#N/A,Old381,,Old381,"36.87944,37.54528",,http://gazetteer.dainst.org/place/2228924,,,,,6th-15th cent.,Mark Dickens,Syriac Christianity in Central Asia,Central Asia and China,200-1500,Old381,4
Old382,Rabban Hormizd,,,http://syriaca.org/place/168,Old382,,,,,,,,,,Island,Old382,"36.749167,43.114444",Old382,,Old382,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old382,"7,3"
Old383,Sharfeh,,Yes,http://syriaca.org/place/232,Old383,,,,,,,,,,Monastery,Old383,,Old383,,Old383,"33.984167,35.664167",Y,,,,,Monastery of Mountain?,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old383,"7,3"
Old384,Caucasus,,,,Old384,,,,,,,,,,Mountain,Old384,#N/A,Old384,,Old384,"42.5,43.5",,http://pleiades.stoa.org/places/863766,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old384,"7,3"
Old385,Tur ‘Abdin,,,http://syriaca.org/place/221,Old385,,,,,,,,,,Mountain,Old385,"37.5,41.5",Old385,,Old385,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old385,"7,3"
Old386,Central Asia,,,http://syriaca.org/place/585,Old386,,,https://en.wikipedia.org/wiki/Central_Asia,,,,,,,Region,Old386,,Old386,,Old386,"43.266667,76.883333",Y,http://www.unesco.org/new/en/culture/themes/dialogue/general-and-regional-histories/history-of-civilizations-of-central-asia/,,http://gazetteer.dainst.org/place/2042933,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old386,"7,3"
Old387,Europe,,,http://syriaca.org/place/591,Old387,,,,,,,,,,Region,Old387,,Old387,,Old387,,,http://gazetteer.dainst.org/place/2044223,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old387,"7,3"
Old388,North America,,,,Old388,,,,,,,,,,Region,Old388,#N/A,Old388,,Old388,,,http://gazetteer.dainst.org/place/2280204,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old388,"7,3"
Old389,Palestine,,,http://syriaca.org/place/698,Old389,,,,,,,,,,Region,Old389,"31.25,34.75",Old389,,Old389,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old389,"7,3"
Old390,South America,,,,Old390,,,,,,,,,,Region,Old390,#N/A,Old390,,Old390,,,http://gazetteer.dainst.org/place/2181502,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old390,"7,3"
Old391,Aleppo,,,http://syriaca.org/place/18,Old391,,,,,,,,,,Region,Old391,"36.21667,37.16667",Old391,,Old391,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old391,"7,3"
Old392,Cyprus,,,http://syriaca.org/place/714,Old392,,,,,,,,,,Region,Old392,"35.0444470024,32.6288214881",Old392,,Old392,,,,,,http://syriaca.org/place/714 ORhttp://syriaca.org/place/59 ORhttp://syriaca.org/place/2292,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old392,"7,3"
Old393,Jazeera,,,,Old393,,,https://en.wikipedia.org/wiki/Upper_Mesopotamia,,,,,,,Region,Old393,#N/A,Old393,,Old393,"36.5117,40.7422",Y,,,,,Discuss with Thomas,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old393,"7,3"
Old394,Alqosh,,,http://syriaca.org/place/19,Old394,,,,,,,,,,Settlement,Old394,"36.735278,43.096389",Old394,,Old394,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old394,"7,3"
Old395,Baquba,,,,Old395,,,https://en.wikipedia.org/wiki/Baqubah,,,,,,,Settlement,Old395,#N/A,Old395,,Old395,"33.75403,44.60518",,http://geonames.nga.mil,-4382500,http://gazetteer.dainst.org/place/2043229,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old395,"7,3"
Old396,Baghdad,,,http://syriaca.org/place/41,Old396,,,,,,,,,,Settlement,Old396,"33.325,44.422",Old396,,Old396,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old396,"7,3"
Old397,Beirut,,,http://syriaca.org/place/46,Old397,,,,,,,,,,Settlement,Old397,"33.88694,35.51306",Old397,,Old397,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old397,"7,3"
Old398,Chicago,,,http://syriaca.org/place/471,Old398,,,,,,,,,,Settlement,Old398,,Old398,,Old398,"41.85003,-87.65005",,http://gazetteer.dainst.org/place/2088274,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old398,"7,3"
Old399,Damascus,,,http://syriaca.org/place/66,Old399,,,,,,,,,,Settlement,Old399,"33.513,36.292",Old399,,Old399,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old399,"7,3"
Old400,Diyarbakir,,,http://syriaca.org/place/8,Old400,,,,,,,,,,Settlement,Old400,"37.981944,40.210556",Old400,,Old400,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old400,"7,3"
Old401,Hakkari,,,,Old401,,,https://en.wikipedia.org/wiki/Hakk%C3%A2ri,,,,,,,Settlement,Old401,#N/A,Old401,,Old401,"37.574444,43.740833",,http://geonames.nga.mil,-1074538,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old401,"7,3"
Old402,Homs,,,http://syriaca.org/place/215,Old402,,,,,,,,,,Settlement,Old402,"34.730833,36.709444",Old402,,Old402,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old402,"7,3"
Old403,Jerusalem,,,http://syriaca.org/place/104,Old403,,,,,,,,,,Settlement,Old403,"31.78333,35.21667",Old403,,Old403,,,,,,Duplicate; this appears earlier in the list as well,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old403,"7,3"
Old404,Mardin,,,http://syriaca.org/place/130,Old404,,,,,,,,,,Settlement,Old404,"37.316667,40.737778",Old404,,Old404,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old404,"7,3"
Old405,Maʿarat Saidnaya,,,http://syriaca.org/place/281,Old405,,,https://en.wikipedia.org/wiki/Maarat_Saidnaya,,,,,,,Settlement,Old405,,Old405,,Old405,"33.67204,36.3852",,http://geonames.nga.mil,-3499787,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old405,"7,3"
Old406,Midyat,,,http://syriaca.org/place/137,Old406,,,,,,,,,,Settlement,Old406,"37.416667,41.369722",Old406,,Old406,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old406,"7,3"
Old407,Mosul,,,http://syriaca.org/place/139,Old407,,,,,,,,,,Settlement,Old407,"36.366667,43.116667",Old407,,Old407,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old407,"7,3"
Old408,Qamishli,,,http://syriaca.org/place/160,Old408,,,,,,,,,,Settlement,Old408,"37.05,41.216667",Old408,,Old408,,,,,,,"Al-Qamishli; Al Qamishli,Al Qāmishlī,Al-Kamishly,Al-Qamishli,Ehl'-Kamyshly,El Qamishliye,Kamechlie,Kamichlieh,Kam... Syria, Al-Hasakah seat of a second-order administrative division N 37° 3' 7'' E 41° 13' 53''",,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old408,"7,3"
Old409,Rome,,,http://syriaca.org/place/641,Old409,,,,,,,,,,Settlement,Old409,"41.8917375,12.4861685",Old409,,Old409,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old409,"7,3"
Old410,Semele,,,,Old410,,,https://en.wikipedia.org/wiki/Simele,,,,,,,Settlement,Old410,#N/A,Old410,,Old410,"36.858226,42.848199",,http://geonames.nga.mil,15212649,,,"Semel District wikipedia article; Qada Simele Iraq, Dahūk; Semel District second-order administrative division N 36° 53' 53'' E 42° 42' 42''; (NB: this is the district, not the town itself)",,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old410,"7,3"
Old411,Urmia,,,http://syriaca.org/place/206,Old411,,,,,,,,,,Settlement,Old411,"37.55,45.1",Old411,,Old411,,,,,,(Settlenment) ORhttp://syriaca.org/place/729 (Region) OR http://syriaca.org/place/2612 (Settlement),,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old411,"7,3"
Old412,Armenia,,,http://syriaca.org/place/576,Old412,,,,,,,,,,Settlement,Old412,,Old412,,Old412,"40.25,45",,http://gazetteer.dainst.org/place/2043307,,http://viaf.org/viaf/140652586/,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old412,"7,3"
Old413,Estil,,,http://syriaca.org/place/137,Old413,,,,,,,,,,Settlement,Old413,"37.416667,41.369722",Old413,,Old413,,,,,,,"Medeat,Mid'jat,Midyad,Midyat,Mityat,mdyad,mdyat,mdyd,mi di ya te,mydyat,Мидьят,Мідьят,ضلع مدیا... Turkey, Mardin seat of a second-order administrative division; population 76,268 N 37° 25' 8'' E 41° 20' 20''",,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old413,"7,3"
Old414,Hamadan,,,http://syriaca.org/place/823,Old414,,,,,,,,,,Settlement,Old414,"34.799294,48.512209",Old414,,Old414,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old414,"7,3"
Old415,Hassake,,,http://syriaca.org/place/213,Old415,,,https://en.wikipedia.org/wiki/Al-Hasakah,,,,,,,Settlement,Old415,"36.483333,40.75",Old415,,Old415,,,http://gazetteer.dainst.org/place/2281541,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old415,"7,3"
Old416,Australia,,,,Old416,,,,,,,,,,State,Old416,#N/A,Old416,,Old416,-25135,,http://gazetteer.dainst.org/place/2289329,,http://viaf.org/viaf/128919823,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old416,"7,3"
Old417,Georgia,,,http://syriaca.org/place/528,Old417,,,,,,,,,,State,Old417,,Old417,,Old417,"41.99998,43.4999",,http://gazetteer.dainst.org/place/2043344,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old417,"7,3"
Old418,Germany,,,,Old418,,,https://en.wikipedia.org/wiki/Germany,,,,,,,State,Old418,#N/A,Old418,,Old418,"51.5,10.5",,http://gazetteer.dainst.org/place/2044274,,https://viaf.org/viaf/127773629,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old418,"7,3"
Old419,India,,,http://syriaca.org/place/500 ,Old419,,,,,,,,,,State,Old419,#N/A,Old419,,Old419,"22,79",,http://gazetteer.dainst.org/place/2043054,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old419,"7,3"
Old420,Iraq,,,http://syriaca.org/place/98,Old420,,,,,,,,,,State,Old420,,Old420,,Old420,"33,44",,http://gazetteer.dainst.org/place/2283156,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old420,"7,3"
Old421,Jordan,,,,Old421,,,,,,,,,,State,Old421,#N/A,Old421,,Old421,"31,36",,http://gazetteer.dainst.org/place/2283140,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old421,"7,3"
Old422,Lebanon,,,http://syriaca.org/place/487,Old422,,,,,,,,,,State,Old422,"34.3,36.116667",Old422,,Old422,,,http://gazetteer.dainst.org/place/2283169,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old422,"7,3"
Old423,Netherlands,,,http://syriaca.org/place/842,Old423,,,,,,,,,,State,Old423,,Old423,,Old423,"52.25,5.75",,http://gazetteer.dainst.org/place/2085493,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old423,"7,3"
Old424,Persia,,,http://syriaca.org/place/526,Old424,,,,,,,,,,State,Old424,,Old424,,Old424,"34.5,46.5",,http://pleiades.stoa.org/places/903080,,,http://syriaca.org/place/84 ORhttp://syriaca.org/place/526,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old424,"7,3"
Old425,Russia,,,http://syriaca.org/place/529,Old425,,,,,,,,,,State,Old425,,Old425,,Old425,60100,,http://gazetteer.dainst.org/place/2281911,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old425,"7,3"
Old426,Sweden,,,,Old426,,,,,,,,,,State,Old426,#N/A,Old426,,Old426,"62,15",,http://gazetteer.dainst.org/place/2064998,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old426,"7,3"
Old427,Syria,,,http://syriaca.org/place/486,Old427,,,,,,,,,,State,Old427,,Old427,,Old427,"34.819161,37.675557",,http://gazetteer.dainst.org/place/2086499,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old427,"7,3"
Old428,Cizre / Gazarta Zabdayta,,,http://syriaca.org/place/88,Old428,,,,,,,,,,,Old428,"37.325,42.195833",Old428,,Old428,,,,,,,,,Murre-van den Berg,Syriac Identity in the Modern Era,Modern Middle East,1500-2016,Old428,"7,3"
Old429,Aleppo,,,http://syriaca.org/place/18,Old429,,,,,,,,,,Settlement,Old429,"36.21667,37.16667",Old429,,Old429,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old429,2
Old430,Amida,,,http://syriaca.org/place/8,Old430,,,,,,,,,,Settlement,Old430,"37.981944,40.210556",Old430,,Old430,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old430,2
Old431,Antioch,,,http://syriaca.org/place/10,Old431,,,,,,,,,,Settlement,Old431,"36.2,36.15",Old431,,Old431,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old431,2
Old432,Apamea,,,http://syriaca.org/place/11,Old432,,,,,,,,,,Settlement,Old432,"35.418,36.398",Old432,,Old432,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old432,2
Old433,Berytus,,,http://syriaca.org/place/46,Old433,,,,,,,,,,Settlement,Old433,"33.88694,35.51306",Old433,,Old433,,,,,,Berytus is not listed as a secondary spelling,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old433,2
Old434,Bostra,,,http://syriaca.org/place/40,Old434,,,,,,,,,,Settlement,Old434,"32.516667,36.483333",Old434,,Old434,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old434,2
Old435,Caesarea Maritima,,,http://syriaca.org/place/53,Old435,,,,,,,,,,Settlement,Old435,"32.5,34.89972",Old435,,Old435,,,,,,"Just called ""Casearea""",,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old435,2
Old436,Carrhae (Harran),,,http://syriaca.org/place/216,Old436,,,,,,,,,,Settlement,Old436,"36.8775,39.033889",Old436,,Old436,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old436,2
Old437,Ctesiphon,,,http://syriaca.org/place/58,Old437,,,,,,,,,,Settlement,Old437,"33.09361,44.58056",Old437,,Old437,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old437,2
Old438,Cyrrhus,,,http://syriaca.org/place/65,Old438,,,,,,,,,,Settlement,Old438,"36.73466,36.94896",Old438,,Old438,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old438,2
Old439,Damascus,,,http://syriaca.org/place/66,Old439,,,,,,,,,,Settlement,Old439,"33.513,36.292",Old439,,Old439,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old439,2
Old440,Edessa,,,http://syriaca.org/place/78,Old440,,,,,,,,,,Settlement,Old440,"37.15,38.8",Old440,,Old440,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old440,2
Old441,Emesa,,,http://syriaca.org/place/215,Old441,,,,,,,,,,Settlement,Old441,"34.730833,36.709444",Old441,,Old441,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old441,2
Old442,Hierapolis (Mabbug),,,http://syriaca.org/place/122,Old442,,,,,,,,,,Settlement,Old442,"36.53333,37.95",Old442,,Old442,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old442,2
Old443,Jerusalem,,,http://syriaca.org/place/104,Old443,,,,,,,,,,Settlement,Old443,"31.78333,35.21667",Old443,,Old443,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old443,2
Old444,Nineveh,,,http://syriaca.org/place/144,Old444,,,,,,,,,,Settlement,Old444,"36.35944,43.15278",Old444,,Old444,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old444,2
Old445,Nisibis,,,http://syriaca.org/place/142,Old445,,,,,,,,,,Settlement,Old445,"37.06667,41.21667",Old445,,Old445,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old445,2
Old446,Resh‘ayna,,,http://syriaca.org/place/172,Old446,,,,,,,,,,Settlement,Old446,"36.82584,40.04962",Old446,,Old446,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old446,2
Old447,Scythopolis,,,http://syriaca.org/place/180,Old447,,,,,,,,,,Settlement,Old447,"32.5,35.5",Old447,,Old447,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old447,2
Old448,Sergiopolis/Resafa,,,http://syriaca.org/place/165,Old448,,,,,,,,,,Settlement,Old448,"35.616667,38.75",Old448,,Old448,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old448,2
Old449,Serug/Batnae,,,http://syriaca.org/place/48,Old449,,,,,,,,,,Settlement,Old449,"36.97608,38.42424",Old449,,Old449,,,,,,Batnae is not listed as a possible spelling,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old449,2
Old450,Tella/Constantina,,,http://syriaca.org/place/200,Old450,,,,,,,,,,Settlement,Old450,"37.233333,39.766666",Old450,,Old450,,,,,,,,6th century,Nathanael Andrade,Syriac Identity,Syria and Mediterranean Coast,300-1000,Old450,2
Old451,Roman/Sasanian Border,,,,Old451,,,,,,,,,,Border,Old451,#N/A,Old451,,Old451,,,,,,,,,Susan Harvey,Women and Children,Syria and Mediterranean Coast,300-1000,Old451,2
Old452,Amida,,,http://syriaca.org/place/8,Old452,http://pleiades.stoa.org/places/874298,,,,,,,,,Settlement,Old452,"37.981944,40.210556",Old452,,Old452,,,,,,http://syriaca.org/place/8.html; Duplicate; this appears earlier in the list as well,,,Susan Harvey,Women and Children,Syria and Mediterranean Coast,300-1000,Old452,2
Old453,Antioch,,,http://syriaca.org/place/10,Old453,,,,,,,,,,Settlement,Old453,"36.2,36.15",Old453,,Old453,,,,,,"Duplicate?
http://syriaca.org/place/10.html",,,Susan Harvey,Women and Children,Syria and Mediterranean Coast,300-1000,Old453,2
Old454,Constantina/Tella,,,http://syriaca.org/place/200,Old454,,,,,,,,,,Settlement,Old454,"37.233333,39.766666",Old454,,Old454,,,,,,"Duplicate?
http://syriaca.org/place/200.html",,,Susan Harvey,Women and Children,Syria and Mediterranean Coast,300-1000,Old454,2
Old455,Edessa,,,http://syriaca.org/place/78,Old455,,,,,,,,,,Settlement,Old455,"37.15,38.8",Old455,,Old455,,,,,,"Duplicate?
http://syriaca.org/place/78.html",,,Susan Harvey,Women and Children,Syria and Mediterranean Coast,300-1000,Old455,2
Old456,Nisibis,,,http://syriaca.org/place/142,Old456,,,,,,,,,,Settlement,Old456,"37.06667,41.21667",Old456,,Old456,,,,,,"Duplicate?
http://syriaca.org/place/142.html",,,Susan Harvey,Women and Children,Syria and Mediterranean Coast,300-1000,Old456,2
Old457,Beth Qoqa,,y,http://syriaca.org/place/611,Old457,,,,,,,,,,Monastery,Old457,,Old457,,Old457,,,,,,,c. 1295,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1544",Mesopotami and Central Asia,1200-1600,Old457,"1, 4"
Old458,Dayr al-Zaʿfaran,,y,http://syriaca.org/place/69,Old458,,,,,,,,,,Monastery,Old458,,Old458,,Old458,"37.299444,40.792778",,http://gazetteer.dainst.org/place/2108101,,,,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1532",Mesopotami and Central Asia,1200-1600,Old458,"1, 4"
Old459,Mar Awgen,,,http://syriaca.org/place/339,Old459,,,,,,,,,,Monastery,Old459,"37.187038,41.409741",Old459,,Old459,,,,,,,c. 1533,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1539",Mesopotami and Central Asia,1200-1600,Old459,"1, 4"
Old460,Mor Matay,,,http://syriaca.org/place/227,Old460,,,,,,,,,,Monastery,Old460,"36.491605,43.392187",Old460,,Old460,,,,,,,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1543",Mesopotami and Central Asia,1200-1600,Old460,"1, 4"
Old461,Rabban Hormizd,,,http://syriaca.org/place/168,Old461,,,,,,,,,,Monastery,Old461,"36.749167,43.114444",Old461,,Old461,,,,,,,c. 1533,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1536",Mesopotami and Central Asia,1200-1600,Old461,"1, 4"
